ID;IDS;IDP;CANT
8241;5;901;6
8242;5;902;13
8243;5;903;20
8244;5;904;9
8245;5;905;5
8246;5;906;3
8247;5;907;14
8248;5;908;18
8249;5;909;16
8250;5;910;2
8251;5;911;0
8252;5;912;8
8253;5;913;2
8254;5;914;8
8255;5;915;7
8256;5;916;19
8257;5;917;6
8258;5;918;16
8259;5;919;7
8260;5;920;1
8261;5;921;10
8262;5;922;3
8263;5;923;19
8264;5;924;14
8265;5;925;8
8266;5;926;2
8267;5;927;19
8268;5;928;16
8269;5;929;10
8270;5;930;19
8271;5;931;14
8272;5;932;7
8273;5;933;9
8274;5;934;19
8275;5;935;12
8276;5;936;18
8277;5;937;19
8278;5;938;15
8279;5;939;10
8280;5;940;7
8281;5;941;7
8282;5;942;4
8283;5;943;3
8284;5;944;10
8285;5;945;8
8286;5;946;16
8287;5;947;14
8288;5;948;14
8289;5;949;15
8290;5;950;9
8291;5;951;8
8292;5;952;20
8293;5;953;12
8294;5;954;15
8295;5;955;2
8296;5;956;5
8297;5;957;7
8298;5;958;19
8299;5;959;15
8300;5;960;15
8301;5;961;4
8302;5;962;0
8303;5;963;12
8304;5;964;2
8305;5;965;20
8306;5;966;5
8307;5;967;15
8308;5;968;19
8309;5;969;9
8310;5;970;2
8311;5;971;6
8312;5;972;5
8313;5;973;0
8314;5;974;12
8315;5;975;6
8316;5;976;11
8317;5;977;8
8318;5;978;16
8319;5;979;10
8320;5;980;13
8321;5;981;7
8322;5;982;6
8323;5;983;15
8324;5;984;13
8325;5;985;20
8326;5;986;11
8327;5;987;10
8328;5;988;3
8329;5;989;2
8330;5;990;18
8331;5;991;1
8332;5;992;17
8333;5;993;7
8334;5;994;10
8335;5;995;12
8336;5;996;13
8337;5;997;8
8338;5;998;7
8339;5;999;8
8340;5;1000;11
8341;5;1001;11
8342;5;1002;6
8343;5;1003;17
8344;5;1004;13
8345;5;1005;7
8346;5;1006;5
8347;5;1007;10
8348;5;1008;17
8349;5;1009;9
8350;5;1010;18
8351;5;1011;13
8352;5;1012;9
8353;5;1013;2
8354;5;1014;11
8355;5;1015;16
8356;5;1016;6
8357;5;1017;2
8358;5;1018;10
8359;5;1019;17
8360;5;1020;7
8361;5;1021;4
8362;5;1022;19
8363;5;1023;19
8364;5;1024;18
8365;5;1025;10
8366;5;1026;18
8367;5;1027;20
8368;5;1028;0
8369;5;1029;4
8370;5;1030;7
8371;5;1031;18
8372;5;1032;14
8373;5;1033;1
8374;5;1034;11
8375;5;1035;12
8376;5;1036;3
8377;5;1037;2
8378;5;1038;3
8379;5;1039;0
8380;5;1040;9
8381;5;1041;7
8382;5;1042;11
8383;5;1043;10
8384;5;1044;0
8385;5;1045;13
8386;5;1046;2
8387;5;1047;14
8388;5;1048;0
8389;5;1049;7
8390;5;1050;5
8391;5;1051;12
8392;5;1052;19
8393;5;1053;9
8394;5;1054;17
8395;5;1055;3
8396;5;1056;20
8397;5;1057;9
8398;5;1058;17
8399;5;1059;18
8400;5;1060;9
8401;5;1061;3
8402;5;1062;19
8403;5;1063;14
8404;5;1064;9
8405;5;1065;11
8406;5;1066;7
8407;5;1067;8
8408;5;1068;11
8409;5;1069;16
8410;5;1070;11
8411;5;1071;1
8412;5;1072;10
8413;5;1073;17
8414;5;1074;5
8415;5;1075;20
8416;5;1076;14
8417;5;1077;3
8418;5;1078;1
8419;5;1079;1
8420;5;1080;14
8421;5;1081;6
8422;5;1082;15
8423;5;1083;20
8424;5;1084;6
8425;5;1085;17
8426;5;1086;13
8427;5;1087;8
8428;5;1088;5
8429;5;1089;2
8430;5;1090;16
8431;5;1091;1
8432;5;1092;0
8433;5;1093;11
8434;5;1094;19
8435;5;1095;18
8436;5;1096;10
8437;5;1097;0
8438;5;1098;18
8439;5;1099;7
8440;5;1100;9
8441;5;1101;10
8442;5;1102;20
8443;5;1103;19
8444;5;1104;11
8445;5;1105;3
8446;5;1106;14
8447;5;1107;18
8448;5;1108;7
8449;5;1109;13
8450;5;1110;12
8451;5;1111;5
8452;5;1112;3
8453;5;1113;18
8454;5;1114;11
8455;5;1115;16
8456;5;1116;14
8457;5;1117;12
8458;5;1118;1
8459;5;1119;7
8460;5;1120;9
8461;5;1121;3
8462;5;1122;11
8463;5;1123;12
8464;5;1124;0
8465;5;1125;1
8466;5;1126;10
8467;5;1127;6
8468;5;1128;7
8469;5;1129;0
8470;5;1130;12
8471;5;1131;1
8472;5;1132;9
8473;5;1133;0
8474;5;1134;3
8475;5;1135;4
8476;5;1136;17
8477;5;1137;20
8478;5;1138;9
8479;5;1139;9
8480;5;1140;10
8481;5;1141;9
8482;5;1142;2
8483;5;1143;18
8484;5;1144;18
8485;5;1145;4
8486;5;1146;2
8487;5;1147;1
8488;5;1148;5
8489;5;1149;6
8490;5;1150;15
8491;5;1151;4
8492;5;1152;3
8493;5;1153;1
8494;5;1154;9
8495;5;1155;14
8496;5;1156;17
8497;5;1157;13
8498;5;1158;5
8499;5;1159;17
8500;5;1160;11
8501;5;1161;13
8502;5;1162;9
8503;5;1163;3
8504;5;1164;7
8505;5;1165;20
8506;5;1166;14
8507;5;1167;14
8508;5;1168;11
8509;5;1169;13
8510;5;1170;6
8511;5;1171;9
8512;5;1172;10
8513;5;1173;19
8514;5;1174;11
8515;5;1175;1
8516;5;1176;6
8517;5;1177;15
8518;5;1178;12
8519;5;1179;14
8520;5;1180;6
8521;5;1181;19
8522;5;1182;0
8523;5;1183;18
8524;5;1184;4
8525;5;1185;4
8526;5;1186;4
8527;5;1187;6
8528;5;1188;4
8529;5;1189;13
8530;5;1190;3
8531;5;1191;5
8532;5;1192;13
8533;5;1193;19
8534;5;1194;9
8535;5;1195;8
8536;5;1196;6
8537;5;1197;6
8538;5;1198;12
8539;5;1199;20
8540;5;1200;19
8541;5;1201;6
8542;5;1202;11
8543;5;1203;3
8544;5;1204;4
8545;5;1205;19
8546;5;1206;9
8547;5;1207;4
8548;5;1208;13
8549;5;1209;6
8550;5;1210;20
8551;5;1211;9
8552;5;1212;10
8553;5;1213;5
8554;5;1214;15
8555;5;1215;12
8556;5;1216;9
8557;5;1217;19
8558;5;1218;10
8559;5;1219;3
8560;5;1220;14
8561;5;1221;0
8562;5;1222;11
8563;5;1223;4
8564;5;1224;13
8565;5;1225;12
8566;5;1226;15
8567;5;1227;20
8568;5;1228;1
8569;5;1229;13
8570;5;1230;7
8571;5;1231;11
8572;5;1232;6
8573;5;1233;19
8574;5;1234;1
8575;5;1235;7
8576;5;1236;14
8577;5;1237;2
8578;5;1238;6
8579;5;1239;11
8580;5;1240;4
8581;5;1241;5
8582;5;1242;2
8583;5;1243;17
8584;5;1244;18
8585;5;1245;13
8586;5;1246;10
8587;5;1247;14
8588;5;1248;14
8589;5;1249;6
8590;5;1250;2
8591;5;1251;4
8592;5;1252;11
8593;5;1253;9
8594;5;1254;10
8595;5;1255;12
8596;5;1256;18
8597;5;1257;15
8598;5;1258;20
8599;5;1259;8
8600;5;1260;12
8601;5;1261;2
8602;5;1262;5
8603;5;1263;20
8604;5;1264;3
8605;5;1265;4
8606;5;1266;5
8607;5;1267;12
8608;5;1268;20
8609;5;1269;10
8610;5;1270;10
8611;5;1271;18
8612;5;1272;12
8613;5;1273;8
8614;5;1274;12
8615;5;1275;7
8616;5;1276;11
8617;5;1277;14
8618;5;1278;6
8619;5;1279;5
8620;5;1280;16
8621;5;1281;8
8622;5;1282;15
8623;5;1283;9
8624;5;1284;14
8625;5;1285;5
8626;5;1286;5
8627;5;1287;20
8628;5;1288;20
8629;5;1289;7
8630;5;1290;8
8631;5;1291;3
8632;5;1292;16
8633;5;1293;16
8634;5;1294;2
8635;5;1295;14
8636;5;1296;9
8637;5;1297;3
8638;5;1298;19
8639;5;1299;12
8640;5;1300;12
8641;5;1301;16
8642;5;1302;14
8643;5;1303;20
8644;5;1304;3
8645;5;1305;8
8646;5;1306;11
8647;5;1307;18
8648;5;1308;8
8649;5;1309;14
8650;5;1310;5
8651;5;1311;15
8652;5;1312;12
8653;5;1313;4
8654;5;1314;19
8655;5;1315;14
8656;5;1316;1
8657;5;1317;15
8658;5;1318;7
8659;5;1319;2
8660;5;1320;17
8661;5;1321;7
8662;5;1322;4
8663;5;1323;0
8664;5;1324;6
8665;5;1325;14
8666;5;1326;15
8667;5;1327;7
8668;5;1328;11
8669;5;1329;11
8670;5;1330;8
8671;5;1331;0
8672;5;1332;16
8673;5;1333;9
8674;5;1334;18
8675;5;1335;8
8676;5;1336;10
8677;5;1337;12
8678;5;1338;3
8679;5;1339;7
8680;5;1340;14
8681;5;1341;1
8682;5;1342;18
8683;5;1343;0
8684;5;1344;13
8685;5;1345;4
8686;5;1346;10
8687;5;1347;5
8688;5;1348;3
8689;5;1349;15
8690;5;1350;10
8691;5;1351;17
8692;5;1352;5
8693;5;1353;1
8694;5;1354;18
8695;5;1355;6
8696;5;1356;6
8697;5;1357;16
8698;5;1358;18
8699;5;1359;20
8700;5;1360;13
8701;5;1361;15
8702;5;1362;12
8703;5;1363;18
8704;5;1364;15
8705;5;1365;11
8706;5;1366;17
8707;5;1367;7
8708;5;1368;4
8709;5;1369;17
8710;5;1370;3
8711;5;1371;10
8712;5;1372;20
8713;5;1373;2
8714;5;1374;3
8715;5;1375;16
8716;5;1376;12
8717;5;1377;8
8718;5;1378;17
8719;5;1379;4
8720;5;1380;14
8721;5;1381;6
8722;5;1382;9
8723;5;1383;13
8724;5;1384;6
8725;5;1385;8
8726;5;1386;6
8727;5;1387;19
8728;5;1388;8
8729;5;1389;15
8730;5;1390;18
8731;5;1391;12
8732;5;1392;18
8733;5;1393;11
8734;5;1394;15
8735;5;1395;10
8736;5;1396;19
8737;5;1397;10
8738;5;1398;9
8739;5;1399;19
8740;5;1400;0
8741;5;1401;0
8742;5;1402;3
8743;5;1403;5
8744;5;1404;20
8745;5;1405;7
8746;5;1406;7
8747;5;1407;13
8748;5;1408;4
8749;5;1409;12
8750;5;1410;7
8751;5;1411;18
8752;5;1412;2
8753;5;1413;16
8754;5;1414;2
8755;5;1415;7
8756;5;1416;7
8757;5;1417;4
8758;5;1418;15
8759;5;1419;3
8760;5;1420;4
8761;5;1421;1
8762;5;1422;9
8763;5;1423;12
8764;5;1424;10
8765;5;1425;6
8766;5;1426;6
8767;5;1427;11
8768;5;1428;20
8769;5;1429;16
8770;5;1430;14
8771;5;1431;20
8772;5;1432;19
8773;5;1433;7
8774;5;1434;18
8775;5;1435;9
8776;5;1436;12
8777;5;1437;16
8778;5;1438;18
8779;5;1439;2
8780;5;1440;10
8781;5;1441;7
8782;5;1442;11
8783;5;1443;6
8784;5;1444;15
8785;5;1445;7
8786;5;1446;16
8787;5;1447;9
8788;5;1448;20
8789;5;1449;10
8790;5;1450;13
8791;5;1451;0
8792;5;1452;11
8793;5;1453;8
8794;5;1454;11
8795;5;1455;13
8796;5;1456;20
8797;5;1457;15
8798;5;1458;13
8799;5;1459;15
8800;5;1460;4
8801;5;1461;12
8802;5;1462;19
8803;5;1463;11
8804;5;1464;18
8805;5;1465;12
8806;5;1466;13
8807;5;1467;1
8808;5;1468;8
8809;5;1469;15
8810;5;1470;19
8811;5;1471;9
8812;5;1472;11
8813;5;1473;4
8814;5;1474;6
8815;5;1475;13
8816;5;1476;7
8817;5;1477;12
8818;5;1478;20
8819;5;1479;20
8820;5;1480;16
8821;5;1481;20
8822;5;1482;9
8823;5;1483;3
8824;5;1484;9
8825;5;1485;8
8826;5;1486;7
8827;5;1487;11
8828;5;1488;10
8829;5;1489;9
8830;5;1490;0
8831;5;1491;3
8832;5;1492;12
8833;5;1493;2
8834;5;1494;17
8835;5;1495;11
8836;5;1496;14
8837;5;1497;14
8838;5;1498;19
8839;5;1499;9
8840;5;1500;12
8841;5;1501;13
8842;5;1502;0
8843;5;1503;19
8844;5;1504;3
8845;5;1505;11
8846;5;1506;3
8847;5;1507;4
8848;5;1508;2
8849;5;1509;14
8850;5;1510;1
8851;5;1511;9
8852;5;1512;15
8853;5;1513;6
8854;5;1514;4
8855;5;1515;15
8856;5;1516;5
8857;5;1517;13
8858;5;1518;4
8859;5;1519;18
8860;5;1520;16
8861;5;1521;0
8862;5;1522;4
8863;5;1523;17
8864;5;1524;20
8865;5;1525;20
8866;5;1526;4
8867;5;1527;4
8868;5;1528;10
8869;5;1529;5
8870;5;1530;5
8871;5;1531;15
8872;5;1532;12
8873;5;1533;5
8874;5;1534;6
8875;5;1535;0
8876;5;1536;11
8877;5;1537;2
8878;5;1538;20
8879;5;1539;17
8880;5;1540;10
8881;5;1541;20
8882;5;1542;16
8883;5;1543;4
8884;5;1544;11
8885;5;1545;12
8886;5;1546;3
8887;5;1547;19
8888;5;1548;19
8889;5;1549;4
8890;5;1550;8
8891;5;1551;5
8892;5;1552;10
8893;5;1553;19
8894;5;1554;5
8895;5;1555;9
8896;5;1556;15
8897;5;1557;11
8898;5;1558;16
8899;5;1559;3
8900;5;1560;8
8901;5;1561;6
8902;5;1562;16
8903;5;1563;18
8904;5;1564;20
8905;5;1565;13
8906;5;1566;19
8907;5;1567;8
8908;5;1568;9
8909;5;1569;8
8910;5;1570;4
8911;5;1571;20
8912;5;1572;15
8913;5;1573;9
8914;5;1574;12
8915;5;1575;18
8916;5;1576;12
8917;5;1577;4
8918;5;1578;17
8919;5;1579;8
8920;5;1580;9
8921;5;1581;7
8922;5;1582;0
8923;5;1583;15
8924;5;1584;12
8925;5;1585;4
8926;5;1586;13
8927;5;1587;14
8928;5;1588;7
8929;5;1589;6
8930;5;1590;18
8931;5;1591;9
8932;5;1592;17
8933;5;1593;3
8934;5;1594;13
8935;5;1595;10
8936;5;1596;0
8937;5;1597;5
8938;5;1598;2
8939;5;1599;3
8940;5;1600;5
8941;5;1601;7
8942;5;1602;12
8943;5;1603;14
8944;5;1604;5
8945;5;1605;16
8946;5;1606;9
8947;5;1607;20
8948;5;1608;9
8949;5;1609;13
8950;5;1610;4
8951;5;1611;14
8952;5;1612;10
8953;5;1613;10
8954;5;1614;7
8955;5;1615;3
8956;5;1616;14
8957;5;1617;2
8958;5;1618;0
8959;5;1619;2
8960;5;1620;19
8961;5;1621;10
8962;5;1622;3
8963;5;1623;1
8964;5;1624;8
8965;5;1625;8
8966;5;1626;6
8967;5;1627;7
8968;5;1628;20
8969;5;1629;4
8970;5;1630;1
8971;5;1631;6
8972;5;1632;20
8973;5;1633;20
8974;5;1634;19
8975;5;1635;18
8976;5;1636;14
8977;5;1637;12
8978;5;1638;20
8979;5;1639;14
8980;5;1640;3
8981;5;1641;15
8982;5;1642;5
8983;5;1643;16
8984;5;1644;18
8985;5;1645;6
8986;5;1646;11
8987;5;1647;9
8988;5;1648;6
8989;5;1649;0
8990;5;1650;14
8991;5;1651;16
8992;5;1652;16
8993;5;1653;5
8994;5;1654;4
8995;5;1655;20
8996;5;1656;0
8997;5;1657;12
8998;5;1658;20
8999;5;1659;1
9000;5;1660;20
9001;5;1661;9
9002;5;1662;19
9003;5;1663;10
9004;5;1664;1
9005;5;1665;0
9006;5;1666;16
9007;5;1667;16
9008;5;1668;7
9009;5;1669;2
9010;5;1670;9
9011;5;1671;16
9012;5;1672;15
9013;5;1673;1
9014;5;1674;15
9015;5;1675;9
9016;5;1676;6
9017;5;1677;7
9018;5;1678;0
9019;5;1679;5
9020;5;1680;19
9021;5;1681;18
9022;5;1682;12
9023;5;1683;4
9024;5;1684;7
9025;5;1685;16
9026;5;1686;3
9027;5;1687;18
9028;5;1688;2
9029;5;1689;13
9030;5;1690;14
9031;5;1691;7
9032;5;1692;7
9033;5;1693;20
9034;5;1694;17
9035;5;1695;11
9036;5;1696;20
9037;5;1697;18
9038;5;1698;0
9039;5;1699;1
9040;5;1700;0
9041;5;1701;6
9042;5;1702;11
9043;5;1703;3
9044;5;1704;3
9045;5;1705;20
9046;5;1706;0
9047;5;1707;8
9048;5;1708;5
9049;5;1709;13
9050;5;1710;0
9051;5;1711;0
9052;5;1712;11
9053;5;1713;20
9054;5;1714;18
9055;5;1715;8
9056;5;1716;4
9057;5;1717;20
9058;5;1718;6
9059;5;1719;0
9060;5;1720;13
9061;5;1721;15
9062;5;1722;14
9063;5;1723;12
9064;5;1724;6
9065;5;1725;14
9066;5;1726;13
9067;5;1727;2
9068;5;1728;15
9069;5;1729;1
9070;5;1730;5
9071;5;1731;1
9072;5;1732;11
9073;5;1733;13
9074;5;1734;20
9075;5;1735;0
9076;5;1736;9
9077;5;1737;17
9078;5;1738;16
9079;5;1739;12
9080;5;1740;12
9081;5;1741;9
9082;5;1742;11
9083;5;1743;1
9084;5;1744;0
9085;5;1745;2
9086;5;1746;18
9087;5;1747;16
9088;5;1748;11
9089;5;1749;5
9090;5;1750;0
9091;5;1751;15
9092;5;1752;13
9093;5;1753;18
9094;5;1754;18
9095;5;1755;17
9096;5;1756;7
9097;5;1757;7
9098;5;1758;0
9099;5;1759;15
9100;5;1760;14
9101;5;1761;6
9102;5;1762;15
9103;5;1763;11
9104;5;1764;8
9105;5;1765;0
9106;5;1766;10
9107;5;1767;15
9108;5;1768;0
9109;5;1769;8
9110;5;1770;2
9111;5;1771;19
9112;5;1772;13
9113;5;1773;17
9114;5;1774;14
9115;5;1775;11
9116;5;1776;3
9117;5;1777;19
9118;5;1778;13
9119;5;1779;4
9120;5;1780;15
9121;5;1781;18
9122;5;1782;15
9123;5;1783;6
9124;5;1784;18
9125;5;1785;19
9126;5;1786;9
9127;5;1787;10
9128;5;1788;15
9129;5;1789;6
9130;5;1790;16
9131;5;1791;0
9132;5;1792;2
9133;5;1793;2
9134;5;1794;18
9135;5;1795;16
9136;5;1796;9
9137;5;1797;3
9138;5;1798;15
9139;5;1799;13
9140;5;1800;10
9141;5;1801;3
9142;5;1802;10
9143;5;1803;11
9144;5;1804;15
9145;5;1805;8
9146;5;1806;9
9147;5;1807;9
9148;5;1808;16
9149;5;1809;1
9150;5;1810;12
9151;5;1811;11
9152;5;1812;10
9153;5;1813;5
9154;5;1814;20
9155;5;1815;9
9156;5;1816;20
9157;5;1817;18
9158;5;1818;8
9159;5;1819;0
9160;5;1820;13
9161;5;1821;1
9162;5;1822;19
9163;5;1823;6
9164;5;1824;5
9165;5;1825;3
9166;5;1826;9
9167;5;1827;10
9168;5;1828;14
9169;5;1829;4
9170;5;1830;11
9171;5;1831;5
9172;5;1832;5
9173;5;1833;5
9174;5;1834;1
9175;5;1835;6
9176;6;1;13
9177;6;2;11
9178;6;3;16
9179;6;4;9
9180;6;5;11
9181;6;6;5
9182;6;7;11
9183;6;8;13
9184;6;9;3
9185;6;10;1
9186;6;11;8
9187;6;12;16
9188;6;13;20
9189;6;14;3
9190;6;15;7
9191;6;16;11
9192;6;17;0
9193;6;18;12
9194;6;19;8
9195;6;20;5
9196;6;21;7
9197;6;22;12
9198;6;23;20
9199;6;24;20
9200;6;25;5
9201;6;26;3
9202;6;27;7
9203;6;28;6
9204;6;29;15
9205;6;30;15
9206;6;31;9
9207;6;32;20
9208;6;33;12
9209;6;34;18
9210;6;35;19
9211;6;36;7
9212;6;37;12
9213;6;38;7
9214;6;39;15
9215;6;40;9
9216;6;41;18
9217;6;42;7
9218;6;43;18
9219;6;44;5
9220;6;45;19
9221;6;46;6
9222;6;47;18
9223;6;48;12
9224;6;49;5
9225;6;50;16
9226;6;51;16
9227;6;52;20
9228;6;53;18
9229;6;54;5
9230;6;55;17
9231;6;56;13
9232;6;57;16
9233;6;58;14
9234;6;59;11
9235;6;60;4
9236;6;61;11
9237;6;62;5
9238;6;63;6
9239;6;64;5
9240;6;65;6
9241;6;66;18
9242;6;67;2
9243;6;68;5
9244;6;69;18
9245;6;70;9
9246;6;71;14
9247;6;72;19
9248;6;73;1
9249;6;74;10
9250;6;75;15
9251;6;76;16
9252;6;77;10
9253;6;78;15
9254;6;79;7
9255;6;80;1
9256;6;81;12
9257;6;82;8
9258;6;83;16
9259;6;84;20
9260;6;85;13
9261;6;86;10
9262;6;87;15
9263;6;88;5
9264;6;89;9
9265;6;90;10
9266;6;91;0
9267;6;92;10
9268;6;93;3
9269;6;94;3
9270;6;95;4
9271;6;96;1
9272;6;97;15
9273;6;98;5
9274;6;99;9
9275;6;100;12
9276;6;101;20
9277;6;102;13
9278;6;103;6
9279;6;104;19
9280;6;105;18
9281;6;106;13
9282;6;107;16
9283;6;108;1
9284;6;109;19
9285;6;110;16
9286;6;111;16
9287;6;112;9
9288;6;113;15
9289;6;114;6
9290;6;115;4
9291;6;116;17
9292;6;117;6
9293;6;118;11
9294;6;119;8
9295;6;120;2
9296;6;121;20
9297;6;122;18
9298;6;123;7
9299;6;124;5
9300;6;125;12
9301;6;126;18
9302;6;127;5
9303;6;128;7
9304;6;129;7
9305;6;130;16
9306;6;131;7
9307;6;132;19
9308;6;133;1
9309;6;134;18
9310;6;135;3
9311;6;136;5
9312;6;137;9
9313;6;138;20
9314;6;139;16
9315;6;140;16
9316;6;141;2
9317;6;142;0
9318;6;143;13
9319;6;144;8
9320;6;145;9
9321;6;146;7
9322;6;147;19
9323;6;148;6
9324;6;149;6
9325;6;150;18
9326;6;151;0
9327;6;152;14
9328;6;153;20
9329;6;154;11
9330;6;155;5
9331;6;156;3
9332;6;157;13
9333;6;158;3
9334;6;159;10
9335;6;160;2
9336;6;161;14
9337;6;162;2
9338;6;163;9
9339;6;164;14
9340;6;165;18
9341;6;166;15
9342;6;167;8
9343;6;168;10
9344;6;169;11
9345;6;170;4
9346;6;171;5
9347;6;172;1
9348;6;173;19
9349;6;174;16
9350;6;175;5
9351;6;176;3
9352;6;177;8
9353;6;178;19
9354;6;179;19
9355;6;180;17
9356;6;181;4
9357;6;182;15
9358;6;183;19
9359;6;184;0
9360;6;185;18
9361;6;186;7
9362;6;187;20
9363;6;188;13
9364;6;189;5
9365;6;190;14
9366;6;191;15
9367;6;192;7
9368;6;193;9
9369;6;194;17
9370;6;195;20
9371;6;196;6
9372;6;197;13
9373;6;198;4
9374;6;199;5
9375;6;200;10
9376;6;201;20
9377;6;202;5
9378;6;203;8
9379;6;204;16
9380;6;205;19
9381;6;206;8
9382;6;207;17
9383;6;208;17
9384;6;209;16
9385;6;210;17
9386;6;211;0
9387;6;212;4
9388;6;213;4
9389;6;214;16
9390;6;215;19
9391;6;216;6
9392;6;217;14
9393;6;218;18
9394;6;219;12
9395;6;220;15
9396;6;221;20
9397;6;222;14
9398;6;223;1
9399;6;224;6
9400;6;225;8
9401;6;226;2
9402;6;227;19
9403;6;228;19
9404;6;229;14
9405;6;230;2
9406;6;231;11
9407;6;232;13
9408;6;233;0
9409;6;234;14
9410;6;235;6
9411;6;236;11
9412;6;237;14
9413;6;238;20
9414;6;239;0
9415;6;240;16
9416;6;241;9
9417;6;242;9
9418;6;243;17
9419;6;244;10
9420;6;245;1
9421;6;246;10
9422;6;247;14
9423;6;248;13
9424;6;249;18
9425;6;250;12
9426;6;251;15
9427;6;252;10
9428;6;253;8
9429;6;254;4
9430;6;255;15
9431;6;256;0
9432;6;257;11
9433;6;258;20
9434;6;259;8
9435;6;260;12
9436;6;261;12
9437;6;262;8
9438;6;263;9
9439;6;264;13
9440;6;265;20
9441;6;266;4
9442;6;267;7
9443;6;268;0
9444;6;269;19
9445;6;270;6
9446;6;271;4
9447;6;272;6
9448;6;273;19
9449;6;274;3
9450;6;275;10
9451;6;276;18
9452;6;277;20
9453;6;278;18
9454;6;279;10
9455;6;280;15
9456;6;281;4
9457;6;282;10
9458;6;283;19
9459;6;284;18
9460;6;285;11
9461;6;286;2
9462;6;287;19
9463;6;288;18
9464;6;289;3
9465;6;290;3
9466;6;291;13
9467;6;292;12
9468;6;293;11
9469;6;294;7
9470;6;295;2
9471;6;296;15
9472;6;297;19
9473;6;298;7
9474;6;299;19
9475;6;300;5
9476;6;301;4
9477;6;302;15
9478;6;303;3
9479;6;304;3
9480;6;305;15
9481;6;306;9
9482;6;307;7
9483;6;308;4
9484;6;309;17
9485;6;310;9
9486;6;311;16
9487;6;312;19
9488;6;313;13
9489;6;314;20
9490;6;315;11
9491;6;316;1
9492;6;317;4
9493;6;318;18
9494;6;319;20
9495;6;320;13
9496;6;321;0
9497;6;322;14
9498;6;323;13
9499;6;324;9
9500;6;325;10
9501;6;326;0
9502;6;327;1
9503;6;328;0
9504;6;329;4
9505;6;330;7
9506;6;331;13
9507;6;332;4
9508;6;333;16
9509;6;334;6
9510;6;335;4
9511;6;336;4
9512;6;337;3
9513;6;338;11
9514;6;339;8
9515;6;340;12
9516;6;341;15
9517;6;342;18
9518;6;343;9
9519;6;344;1
9520;6;345;4
9521;6;346;11
9522;6;347;19
9523;6;348;12
9524;6;349;11
9525;6;350;5
9526;6;351;19
9527;6;352;16
9528;6;353;20
9529;6;354;11
9530;6;355;7
9531;6;356;18
9532;6;357;7
9533;6;358;7
9534;6;359;7
9535;6;360;4
9536;6;361;17
9537;6;362;14
9538;6;363;2
9539;6;364;12
9540;6;365;13
9541;6;366;20
9542;6;367;18
9543;6;368;11
9544;6;369;0
9545;6;370;17
9546;6;371;4
9547;6;372;6
9548;6;373;4
9549;6;374;14
9550;6;375;9
9551;6;376;14
9552;6;377;12
9553;6;378;3
9554;6;379;13
9555;6;380;3
9556;6;381;9
9557;6;382;4
9558;6;383;2
9559;6;384;7
9560;6;385;4
9561;6;386;0
9562;6;387;11
9563;6;388;16
9564;6;389;4
9565;6;390;12
9566;6;391;6
9567;6;392;8
9568;6;393;17
9569;6;394;16
9570;6;395;9
9571;6;396;20
9572;6;397;15
9573;6;398;20
9574;6;399;7
9575;6;400;17
9576;6;401;0
9577;6;402;2
9578;6;403;18
9579;6;404;16
9580;6;405;14
9581;6;406;14
9582;6;407;19
9583;6;408;5
9584;6;409;18
9585;6;410;6
9586;6;411;11
9587;6;412;9
9588;6;413;10
9589;6;414;18
9590;6;415;19
9591;6;416;9
9592;6;417;10
9593;6;418;3
9594;6;419;5
9595;6;420;11
9596;6;421;14
9597;6;422;14
9598;6;423;13
9599;6;424;5
9600;6;425;15
9601;6;426;6
9602;6;427;13
9603;6;428;7
9604;6;429;8
9605;6;430;8
9606;6;431;1
9607;6;432;3
9608;6;433;19
9609;6;434;15
9610;6;435;5
9611;6;436;14
9612;6;437;13
9613;6;438;12
9614;6;439;15
9615;6;440;12
9616;6;441;11
9617;6;442;14
9618;6;443;13
9619;6;444;8
9620;6;445;7
9621;6;446;3
9622;6;447;15
9623;6;448;16
9624;6;449;6
9625;6;450;4
9626;6;451;1
9627;6;452;19
9628;6;453;12
9629;6;454;12
9630;6;455;9
9631;6;456;17
9632;6;457;13
9633;6;458;0
9634;6;459;16
9635;6;460;9
9636;6;461;9
9637;6;462;14
9638;6;463;20
9639;6;464;16
9640;6;465;15
9641;6;466;11
9642;6;467;17
9643;6;468;3
9644;6;469;17
9645;6;470;10
9646;6;471;8
9647;6;472;16
9648;6;473;19
9649;6;474;13
9650;6;475;12
9651;6;476;6
9652;6;477;5
9653;6;478;1
9654;6;479;14
9655;6;480;6
9656;6;481;4
9657;6;482;1
9658;6;483;18
9659;6;484;20
9660;6;485;8
9661;6;486;3
9662;6;487;4
9663;6;488;9
9664;6;489;11
9665;6;490;8
9666;6;491;4
9667;6;492;13
9668;6;493;5
9669;6;494;6
9670;6;495;14
9671;6;496;12
9672;6;497;8
9673;6;498;4
9674;6;499;13
9675;6;500;11
9676;6;501;5
9677;6;502;13
9678;6;503;4
9679;6;504;17
9680;6;505;12
9681;6;506;0
9682;6;507;0
9683;6;508;4
9684;6;509;0
9685;6;510;2
9686;6;511;0
9687;6;512;1
9688;6;513;3
9689;6;514;14
9690;6;515;4
9691;6;516;0
9692;6;517;5
9693;6;518;2
9694;6;519;12
9695;6;520;9
9696;6;521;16
9697;6;522;4
9698;6;523;6
9699;6;524;6
9700;6;525;0
9701;6;526;6
