IDP;NOMBRE;DESCRIPCION;PRECIO
539;LAPIZ, PELIKAN;L.GRAFITO PELIKAN C/GOMA X4U;26.95
540;LAPIZ, FILGO;LAPIZ CORRECTOR CARREFOUR;16.2
541;MINAS, FILGO;MINAS 2B FILGO 0.5MM;6.92
542;MINAS, FILGO;MINAS B FILGO 0.5MM;6.92
543;MINAS, FILGO;MINAS HB FILGO 0.5MM;6.92
544;PORTAMINAS, FILGO;PORTAMINA FILGO REAL GRIP 0.5MM AZUL;6.33
545;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO CUADRICULADO POR 96 HOJAS;22.47
546;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO RAYADO POR 96 HOJAS;22.47
547;RESALTADOR, FILGO;RESALT FILGO AMARILLO;9.93
548;RESALTADOR, FILGO;RESALT FILGO CELESTE;9.93
549;RESALTADOR, FILGO;RESALT FILGO NARANJA;9.93
550;RESALTADOR, FILGO;RESALT FILGO ROSA;9.93
551;RESALTADOR, FILGO;RESALT FILGO VERDE;9.93
552;ESCARBADIENTES, IBERIA;PALILLERO ZODIACO X 50UNID;14.27
553;PAÑALES, PAMPERS;PANALES TALLE G MEGA SUPERSEC PAMPERS X 22 UNI;88.39
554;PAÑALES, PAMPERS;PANALES TALLE M MEGA SUPERSEC PAMPERS X 26 UNI;88.39
555;PAÑALES, PAMPERS;PANALES TALLE PEQ SUPERSEC PAMPERS X 30 UNI;88.39
556;PAÑALES, PAMPERS;PANALES TALLE XG MEGA SUPERSEC PAMPERS X 18 UN;88.39
557;PAÑALES, PAMPERS;PANALES TALLE XXG MEGA SUPERSEC PAMPERS X 18 U;88.39
558;ANTIPOLILLAS, AIRE PUR;ANTIPOLILLAS PERCHA LAVANDA AIRE PUR X 1 UNI;25.68
559;MATA MOSCAS, MOSQUI TRAP;MATA MOSCAS Y MOSQUITOS AERO MOSQUI TRAP X400CC;32.71
560;POLILLAS, IBERIA;NAFTALINA REFINADA MAXIMA PUREZA IBERIA X 200G;60.96
561;REPELENTES, AGENT X;APARATO AHUYENTA MOSQUITOS S/VENENO AGENTX X 1 UNI;50.97
562;TABLETAS, FUYI;TABLETAS MATA MOSCAS-MOSQUITOS FUYI X 16 UNI;24.91
563;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVA RTO 2EN1 AIRE PUR X350GRS;93.93
564;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESOD LAVANDA 2EN1 AIRE PUR X 75 G;69.03
565;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD DESODORANTE LAVANDA AIRE PUR X 1 U;93.93
566;ABSORBE HUMEDAD, AIRE PUR;ANTIHUMEDAD TRABLET VAINILLA AIRE PUR X 75 GRS;82.62
567;AUTOBRILLO, SUIZA;AUTOBRILLO INCOLORO SUIZA DP X 900 CC;31.02
568;AUTOBRILLO, SUIZA;AUTOBRILLO NEGRO SUIZA DP X 900 CC;31.02
569;AUTOBRILLO, SUIZA;AUTOBRILLO ROJO SUIZA DP X 900 CC;31.02
570;CERA, CLINSY;CERA LIQUIDA NATURAL CLINSY X 900CC;64.14
571;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANT FRUTILLA GIGANTE X545CC;35.9
572;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE LIMON GIGANTE X 545CC;35.9
573;DETERGENTE LAVAVAJILLA, GIGANTE;LAVAVAJILLA ULTRA BRILLANTE POMELO GIGANTE X 545CC;35.9
574;DETERGENTES, MAGISTRAL;DETERGENTE MANZANA VERDE MAGISTRAL X 500 CC;30.77
575;EN POLVO, ZORRO;JABON EN POLVO A/E CLASICO ZORRO X 3 KG;109.99
576;EN POLVO, ZORRO;JABON EN POLVO BAJA ESPUMA CLASICO ZORRO X 3 KG;109.99
577;ESPONJAS Y PANOS, VIRULANA;ESPONJA CON MULTIONDAS VIRULANA X 1 UNI;16.46
578;ESPONJAS Y PANOS, VIRULANA;ESPONJA MULTIONDAS SIN RAYAS VIRULANA X 1 UNI;16.46
579;ESPONJAS Y PANOS, VIRULANA;FIBRA ESPONJA LISA VIRULANA X 1 UNI;6.82
580;JABON EN PAN, ZORRO;JABON EN PAN ESFERAS ACTIVAS ZORRO X 150 GRS;8.09
581;JABON EN PAN, GIGANTE;JABON EN PAN LIMP CLASICA GIGANTE X 2UNI X 200 GRS;16.76
582;JABON EN POLVO, GRANBY;GRANBY POLVO LAVADO TOTAL 24X800G;20.44
583;LAVANDINA, AYUDIN;LAVANDINA CONCENTRADA AYUDIN X 1 LT;11.55
584;LAVANDINA, QUERUBIN;LAVANDINA TRADICIONAL QUERUBIN X 2 LT;24.13
585;LAVAZAPATILLA, IBERIA;LAVAZAPATILLA IBERIA X 300 CC;56.4
586;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR COCINA ANTIGRASA CARREFOUR DP X 900 CC;16.38
587;LIMPIADOR LIQUIDO, CIF;LIMPIADOR GEL FACIL ENJUAGUE CIF X 500 CC;43.78
588;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR P/BANO CARREFOUR DP X 900 CC;18.54
589;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR P/PISOS PLASTICOS Y FLOTANTES SUIZA;30.28
590;LIMPIADOR LIQUIDO, SUIZA;LIMPIADOR PISOS PLASTIFICADOS SUIZA X 400 CC;15.21
591;LIMPIADOR LIQUIDO, CARREFOUR;LIMPIADOR VIDRIOS CARREFOUR DP X 900 CC;16.68
592;LIQUIDO, GIGANTE;BARRA QUITAMANCHAS GIGANTE X 1UNI;10.85
593;LIQUIDO, ALGABO;JABON LIQUIDO FLORAL RAIN DOY PACK ALGABO X 300 CC;25.3
594;LIQUIDO, ZORRO;JABON LIQUIDO P/ROPA CLASICO ZORRO DP X 1.5 CC;61.19
595;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 3000CC;195
596;LIQUIDO, ACE;JABON LIQUIDO ROPA C/SUAVIZANTE RELAX ACE X 800 CC;53.55
597;LUSTRAMUEBLES, SUIZA;LUSTRAMUEBLE CREMA SUIZA X 200 CC;16.14
598;PAPEL HIGIENICO, SCOTT;PAPEL HIGIENICO D/HOJA GOLD SCOTT 30 MTS X 4 UNI;41.02
599;SUAVIZANTES, ZORRO;SUAVIZANTE BOUQUET DE GARDENIAS ZORRO X 900 CC;23.19
600;SUAVIZANTES, GIGANTE;SUAVIZANTE P/ROPA FORM ECONOMIC GIGANTE X 900 CC;18.9
601;ACONDICIONADOR, PLUSBELLE;ACONDICIONADOR BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
602;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA HIDRA REV DUC X350CC;52.45
603;ACONDICIONADOR, DUC;ACONDICIONADOR C/EXTRA SEDA RIZOS PERF DUC X350CC;52.45
604;ACONDICIONADOR, DUC;ACONDICIONADOR C/SEDA LISO RADIANTE DUCX 350 CC;52.45
605;ACONDICIONADOR, HERBAL ESSENCE;ACONDICIONADOR HIDRADISIACO HERBAL ESSENCES X300CC;45.75
606;ALCOHOL ETILICO, PUROCOL;ALCOHOL ETILICO 96 MF X 500 CC;21.31
607;ALCOHOL ETILICO, MF;ALCOHOL ETILICO EN GEL MF X 250 CC;33.32
608;CREMA CORPORAL, HINDS;CREMA CORPORAL HIDRATACION ESENCIAL HINDS X 250 CC;41.11
609;CREMA CORPORAL, NIVEA;CREMA CORPORAL REAFIRMANTE Q10 PLUS NIVEA X 250 CC;64.6
610;CREMA CORPORAL, NIVEA;CREMA CORPORAL SOFT MILK C/KARITE NIVEA X 250 CC;49.28
611;CUIDADO DE LA BARBA, BIC;MAQUINA DE AFEITAR COMFORT TWIN BIC X 5 UNI;42.37
612;CUIDADO DE LA PIEL, BIC;MAQUINA DESECHABLE MUJER COMFORT3 BIC X 5 UNI;43.45
613;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 150 C;35
614;DESODORANTES, REXONA;ANTITRANSPIRANTE AERO ANTIBACTERIAL REXONA X 90 G;35
615;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE AERO SIEM JOVEN PLUSBELLE X 210CC;34.99
616;DESODORANTES, HINDS;ANTITRANSPIRANTE ROLLON FLOWERS HINDS X 60 GRS;22.55
617;DESODORANTES, ETIQUET;ANTITRANSPIRANTE ROLLON HOMBRE ETIQUET X 60 GR;22.55
618;DESODORANTES, PLUSBELLE;ANTITRANSPIRANTE ROLLON SIEM JOVEN PLUSBELLE X50CC;21.34
619;DESODORANTES, NIVEA;ANTITRANSPIRTANTE FEM DRY NIVEA X 150 CC;38.2
620;DESODORANTES, NIVEA;ANTITRANSPIRTANTE MASC DRY IMPACT NIVEA X 150 CC;38.2
621;DESODORANTES, AXE;DESODORANTE BODYSPRAY BLACK NIGHT AXE X 150 CC;35
622;HIGIENE FEMENINA, ALWAYS;TOALLA FEMENINA PLUS SUAVE C/ALAS ALWAYS X 8 UNI;24.53
623;HISOPOS, Q-SOFT;HISOPOS Q SOFT ESTUCHE X 100 UNI;23.5
624;JABON DE TOCADOR, CAMPOS VERDES;JABON TOCADOR ENERGIA DE SOL CAMPOS VERDES X120GRS;8.85
625;JABON DE TOCADOR, KENIA;JABON TOCADOR GLICERINA KENIA 3 X 90 GRS;29.66
626;OLEO, BABYBASIC;OLEO CALCAREO S/FRAGANCIA BABYBASIC X 500 CC;61.97
627;PAÑUELOS, CAMPANITA;PANUELOS DESCARTABLES BOX CAMPANITA X 75 UNI;8.9
628;PASTA DENTAL, SENSODYNE;CREMA DENTAL MULTIPROTECCION SENSODYNE X 50 GR;36.49
629;PASTA DENTAL, KOLYNOS;CREMA DENTAL TRIPLE 1 2 3 KOLYNOS X 90 GRS;11.35
630;PASTA DENTAL, AQUA;CREMA DENTAL TRIPLE PROTECCION AQUAFRESH X 85G;35.12
631;PRESERVATIVOS, PRIME;PRESERVATIVO EXTRA LUBRICADO PRIME X 12 UNI;118.92
632;PRESERVATIVOS, PRIME;PRESERVATIVO SUPER FINO PRIME X 12 UNI;118.92
633;PRESERVATIVOS, TULIPAN;PRESERVATIVOS CLASSIC TULIPAN X 6 UNI;34.47
634;PRESERVATIVOS, TULIPAN;PRESERVATIVOS SUPER FINO TULIPAN X 6 UNI;34.47
635;PROTECTOR SOLAR, NIVEA;BLOQUEADOR SOLAR HIDRAT F30 NIVEA SUN X 200 CC;140.85
636;PROTECTOR SOLAR, NIVEA;PROTECTOR SOLAR HIDRATAN F15 NIVEA SUN X 200CC;124.9
637;REPELENTES, OFF;REPELENTE EN CREMA OFF X 200 GRS;43.99
638;SHAMPOO, PLUSBELLE;SHAMPOO BRILLO SUBLIME PLUSBELLE X 650 CC;55.99
639;SHAMPOO, DUC;SHAMPOO C/ EXT DE SEDA RIZOS PERFECTOS DUCX 350 CC;52.45
640;SHAMPOO, DUC;SHAMPOO C/ EXTR DE SEDA HIDRATA REVIT DUCX 350 CC;52.45
641;SHAMPOO, DUC;SHAMPOO C/ EXTRA DE SEDA LISO RADIANTE DUCX 350 CC;52.45
642;SHAMPOO, CLEAR;SHAMPOO CAIDA CONTROL CLEAR X 200 CC;46.63
643;SHAMPOO, CLEAR;SHAMPOO CAIDA DEFENSE CLEAR X 200 CC;46.63
644;SHAMPOO, CLEAR;SHAMPOO DUAL EFFECT 2EN1 CLEAR X 200 CC;46.63
645;SHAMPOO, HERBAL ESSENCE;SHAMPOO HIDRADISIACO HERBAL ESSENCES X 300 CC;45.75
646;SHAMPOO, CLEAR;SHAMPOO ICE COOL MENTHOL MEN CLEAR X 200 CC;46.63
647;SHAMPOO, CLEAR;SHAMPOO SUAVIDAD Y BRILLO CLEAR X 200 CC;46.63
648;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDA REFRESH QSOFT X 25 UNI;49.9
649;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLAS HUMEDAS ALOE VERA Q-SOFT DP X 50 UNI;25
650;TOALLA DEMAQUILLANTE, Q-SOFT;TOALLITAS DESMAQ HIDRATANTE Q-SOFT X 25 UNI;49.9
651;TOALLA DEMAQUILLANTE, IDEAL;TOALLITAS HUMEDAS CLASICAS DOY PACK IDEAL X 70 UNI;23.9
652;, ORAL B;CEPILLO DENTAL CLASSIC ORAL B X 1 UNI;23.48
653;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 1 Babelito x 1 Un;39.4
654;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 2 Babelito x 1 Un;41.28
655;CHUPETE, BABELITO;Chupete con Tetina de Silicona Anatómica - Talle 3 Babelito x 1 Un;41.28
656;ADEREZOS, LA PARMESANA;MEZCLA DE SEMILLAS LA PARMESANA X 100 GRS;22.99
657;ADEREZOS, LA PARMESANA;SEMILLAS DE CHIA LA PARMESANA X 100 GRS;15.3
658;ADEREZOS, LA PARMESANA;SEMILLAS DE QUINOA LA PARMESANA X 100 GRS;57.25
659;ARROZ, DOS HERMANOS;ARROZ INTEGRAL DOS HERMANOS X 1 KG;19.24
660;ARROZ, MOLINOS ALA;ARROZ LARGO FINO 00000 MOLINOS ALA BOLSA X 500 GRS;10.06
661;CONDIMENTOS, LA PARMESANA;OREGANO LA PARMESANA SOBRE X 25 GRS;19.99
662;CONSERVAS, ARCOR;ARVEJAS SECAS REMOJADAS ARCOR LATA X 300 GRS;11.9
663;CONSERVAS, MARECHIARE;ATUN AL NATURAL MARECHIARE LATA X 170 GRS;42.27
664;CONSERVAS, PENNISI;ATUN AL NATURAL PENNISI X 170 GRS;42.27
665;CONSERVAS, MARECHIARE;ATUN EN ACEITE MARECHIARE LATA X 170 GRS;42.27
666;CONSERVAS, PENNISI;ATUN EN ACEITE PENNISI X 170 GRS;42.27
667;CONSERVAS, MARECHIARE;CABALLA AL NATURAL MARECHIARE LATA X 380 GRS;37.99
668;CONSERVAS, PENNISI;CABALLA AL NATURAL PENNISI X 380 GRS;37.99
669;CONSERVAS, MARECHIARE;CABALLA EN ACEITE MARECHIARE LATA X 380 GRS;39.59
670;CONSERVAS, PENNISI;CABALLA EN ACEITE PENNISI X 380 GRS;39.59
671;CONSERVAS, ARCOR;CHOCLO EN GRANOS AMARILLO ARCOR LATA X 300 GRS;18.83
672;CONSERVAS, INALPA;LENTEJAS SECAS REMOJADAS INALPA LATA X 350 GRS;18.18
673;CONSERVAS, MARECHIARE;MERLUZA EN ACEITE MARECHIARE LATA X 380 GRS;29.96
674;CONSERVAS, PENNISI;MERLUZA EN ACEITE PENNISI LATA X 380 GRS;31.57
675;CONSERVAS, LA PARMESANA;SALSA PESTO DESHIDRATADA LA PARMESANA X 20 GRS;23
676;CONSERVAS, SALSATI;SALSA POMAROLA SALSATI DP X 340 GRS;16.13
677;HARINA DE MAIZ, CARREFOUR;POLENTA INSTANTANEA CARREFOUR X 500 GRS;12.81
678;HARINA DE MAIZ, DEL CAMPO;POLENTA INSTANTANEA DEL CAMPO X 500 GRS;11.64
679;HARINAS, CANUELAS;HARINA DE TRIGO 000 CANUELAS X 1 KG;8.26
680;HARINAS, CASERITA;HARINA DE TRIGO 000 CASERITA X 1 KG;11.98
681;HARINAS, BLANCAFLOR;HARINA DE TRIGO 0000 FORTIFIC BLANCAFLOR X 1 K;14.33
682;MAYONESA, LA CAMPAGNOLA;MAYONESA LIGHT BC LA CAMPAGNOLA DOY PACK X500G;20.87
683;PAN DE MESA, BIMBO;PAN ARABE BLANCO BIMBO X 230 GRS;33.17
684;PAN DE MESA, FARGO;PAN DE SALVADO DOBLE SIN SAL FARGO X 400 GRS;30.23
685;PAN DE MESA, LACTAL;PAN RODAJAS FINAS LACTAL X 380 GRS;24.65
686;PAN RALLADO, MAMA COCINA;PAN RALLADO FORTIFICADO MAMA COCINA X 1 KG;38.61
687;PAN RALLADO, CASERITA;PAN RALLADO VITA K CASERITA X 1 KG;38.36
688;PASTAS SECAS, FAVORITA;FIDEOS CODITOS RAYADOS FORTIFIC FAVORITA X500GRS;10.69
689;PASTAS SECAS, MANERA;FIDEOS MOSTACHOLES MANERA X 500 GRS;11.07
690;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS MOSTACHOL BONANZA X 500G;10.49
691;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS GUISEROS TIRABUZON BONANZA X 500G;12.59
692;PASTAS SECAS, BONANZA;FIDEOS SEMOLADOS LARGOS SPAGHETTI BONANZA X 500 GR;10.49
693;PASTAS SECAS, FAVORITA;FIDEOS TALLARIN FORTIFICADO FAVORITA X 500 GRS;10.69
694;PASTAS SECAS, MANERA;FIDEOS TALLARINES MANERA X 500 GRS.;11.07
695;PREMEZCLAS, GODET;BIZCOCHUELO VAINILLA GODET X 480 GRS;25.63
696;PREMEZCLAS, LA CAMPAGNOLA;GELATINA CEREZA BC LA CAMPAGNOLA CAJA X 30 G;12.97
697;SAL, LA PARMESANA;SAL DIETETICA LA PARMESANA X 75 GRS;39.99
698;SAL, LA PARMESANA;SAL DIETETICA SABOR APIO LA PARMESANA X 75 GRS;39.99
699;SAL, LA PARMESANA;SAL DIETETICA SABOR CEBOLLA LA PARMESANA X 75 GRS;39.99
700;SAL, LA PARMESANA;SAL DIETETICA SABORIZADA AJO LA PARMESANA X 75 GRS;39.99
701;SAL, DOS ANCLAS;SAL ENTREFINA DOS ANCLAS ESTUCHE X 500 GRS;8.9
702;SAL, DOS ANCLAS;SAL FINA LIGHT DOS ANCLAS ESTUCHE X 500 GRS;63.59
703;VINAGRE, DOS ANCLAS;VINAGRE  VINO  DOS ANCLAS  X 500 CC;16.46
704;CARNE VACUNA;ESPINAZO;29.11
705;CARNE VACUNA;PALETA;116.78
706;CARNE VACUNA;PICADA COMÚN;54.82
707;CARNE VACUNA;ROAST BEEF;102.74
708;CARNE VACUNA;TAPA DE ASADO;103.91
709;PANADERIA;PAN FRESCO;30.5
710;FRUTAS;MANZANA;23.54
711;VERDURAS;CEBOLLA;14.87
712;VERDURAS;Lechuga x 1 Kg;26.64
713;VERDURAS;PAPA;11.13
714;VERDURAS;Zanahoria x 1 Kg;20.65
715;HAMBURGUESA, PATY;HAMBURGUESA CONGELADA EXPRESS PATY X 4 UNI;35.7
716;HAMBURGUESA, SWIFT;MEDALLON DE CARNE SUPERCONGELADO SWIFT X 4 UNI;35.08
717;LECHE CHOCOLATADA, 7DIAS;LECHE CHOCOLATADA 7 DIAS X 200 CC;8.25
718;LECHE CHOCOLATADA, MILKAUT;LECHE CHOCOLATADA UAT MILKAUT X 1L;24.53
719;POSTRE LACTEO, SER;FLAN DE VAINILLA SER PACK X 2 U;15.12
720;POSTRE LACTEO, SERENITO;FLAN FORTIFICADO VAINILLA SERENITO X 210 GRS;15.12
721;POSTRE LACTEO, DANETTE;FLAN VAINILLA CON CARAMELO DANETTE X 2 U;15.12
722;POSTRE LACTEO, ROYAL;MOUSEE CHOCOLATE MANJARES LIGHT ROYAL X 40 GRS;11.63
723;POSTRE LACTEO, ROYAL;MOUSSE DULCE DE LECHE LIGHT ROYAL X 30 GRS;11.63
724;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE  SHIMY X 120 GRS;9.16
725;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE C/DD LECHE SHIMY X 120 GRS;9.16
726;POSTRE LACTEO, SHIMY;POSTRE DULCE DE LECHE SHIMY X 120 GRS;9.16
727;POSTRE LACTEO, DANETTE;POSTRE FLAN DULCE DE LECHE DANETTE X 2 UNI;15.12
728;POSTRE LACTEO, SHIMY;POSTRE VAINILLA C/DD LECHE SHIMY X 120 GRS;9.16
729;POSTRE LACTEO, SHIMY;POSTRE VAINILLA SHIMY X 120 GRS;9.16
730;QUESO CREMA, CASANCREM;QUESO CREMA CLASICO CASANCREM X 500 GRS;60.65
731;QUESO CREMA, CASANCREM;QUESO CREMA LIGHT CASANCREM X 500 GRS;59.14
732;QUESO CREMA, VERONICA;QUESO UNTABLE VERONICA X 190 GRS;28.57
733;SALCHICHAS, ICB;SALCHICHAS ICB X 6;15.8
734;SALCHICHAS, LA BLANCA;SALCHICHAS SIN PIEL LA BLANCA X 6 U;15.82
735;TAPA DE EMPANADA, FARGO;TAPA P/EMPANADA HORNO FARGO X 16 U;25.25
736;TAPA DE TARTA PASCUALIN, LA SALTENA;TAPA PASCUALINA LIGHT LA SALTENA 2 X 400 GRS;32.55
737;YOGURT, MANFREY;YOGUR CON CEREAL MANFREY X 170 GRS.;12.48
738;YOGURT, LA SERENISIMA;YOGUR ENT FRUTI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.4
739;YOGURT, LA SERENISIMA;YOGUR ENT VAINI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.4
740;YOGURT, SANCOR;YOGUR ENT. DESC FRUTILLA SANCOR YOGS BOTELLA X 185;15.75
741;YOGURT, SANCOR;YOGUR ENT. DESC VAINILLA SANCOR YOGS BOTELLA X 185;15.75
742;YOGURT, YO-FREY;YOGUR ENTERO DULCE DE LECHE YO-FREY X 120 GRS;5.47
743;YOGURT, MANFREY;YOGUR ENTERO FORT A-D FRUTILLA MANFREY X 1 KG;20.7
744;YOGURT, MANFREY;YOGUR ENTERO FORT A-D VAINILLA MANFREY X 1 KG;20.7
745;YOGURT, LA SERENISIMA;YOGUR ENTERO FRUTILLA FIRME YOGURISIMO 2 X 125 GRS;21.4
746;YOGURT, YO-FREY;YOGUR ENTERO FRUTILLA YO-FREY X 120 GRS;5.47
747;YOGURT, LA SERENISIMA;YOGUR ENTERO VAINILLA FIRME YOGURISIMO 2 X 125 GRS;21.4
748;YOGURT, YO-FREY;YOGUR ENTERO VAINILLA YO-FREY X 120 GRS;5.47
749;PANADERIA;PAN FRESCO;30.5
750;FRUTAS;MANZANA;23.54
751;VERDURAS;CEBOLLA;14.87
752;VERDURAS;Lechuga x 1 Kg;26.64
753;VERDURAS;PAPA;11.13
754;VERDURAS;Zanahoria x 1 Kg;20.65
755;HAMBURGUESA, PATY;HAMBURGUESA CONGELADA EXPRESS PATY X 4 UNI;35.7
756;HAMBURGUESA, SWIFT;MEDALLON DE CARNE SUPERCONGELADO SWIFT X 4 UNI;35.08
757;LECHE CHOCOLATADA, 7DIAS;LECHE CHOCOLATADA 7 DIAS X 200 CC;8.25
758;LECHE CHOCOLATADA, MILKAUT;LECHE CHOCOLATADA UAT MILKAUT X 1L;24.53
759;POSTRE LACTEO, SER;FLAN DE VAINILLA SER PACK X 2 U;15.12
760;POSTRE LACTEO, SERENITO;FLAN FORTIFICADO VAINILLA SERENITO X 210 GRS;15.12
761;POSTRE LACTEO, DANETTE;FLAN VAINILLA CON CARAMELO DANETTE X 2 U;15.12
762;POSTRE LACTEO, ROYAL;MOUSEE CHOCOLATE MANJARES LIGHT ROYAL X 40 GRS;11.63
763;POSTRE LACTEO, ROYAL;MOUSSE DULCE DE LECHE LIGHT ROYAL X 30 GRS;11.63
764;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE  SHIMY X 120 GRS;9.16
765;POSTRE LACTEO, SHIMY;POSTRE CHOCOLATE C/DD LECHE SHIMY X 120 GRS;9.16
766;POSTRE LACTEO, SHIMY;POSTRE DULCE DE LECHE SHIMY X 120 GRS;9.16
767;POSTRE LACTEO, DANETTE;POSTRE FLAN DULCE DE LECHE DANETTE X 2 UNI;15.12
768;POSTRE LACTEO, SHIMY;POSTRE VAINILLA C/DD LECHE SHIMY X 120 GRS;9.16
769;POSTRE LACTEO, SHIMY;POSTRE VAINILLA SHIMY X 120 GRS;9.16
770;QUESO CREMA, CASANCREM;QUESO CREMA CLASICO CASANCREM X 500 GRS;60.65
771;QUESO CREMA, CASANCREM;QUESO CREMA LIGHT CASANCREM X 500 GRS;59.14
772;QUESO CREMA, VERONICA;QUESO UNTABLE VERONICA X 190 GRS;28.57
773;SALCHICHAS, ICB;SALCHICHAS ICB X 6;15.8
774;SALCHICHAS, LA BLANCA;SALCHICHAS SIN PIEL LA BLANCA X 6 U;15.82
775;TAPA DE EMPANADA, FARGO;TAPA P/EMPANADA HORNO FARGO X 16 U;25.25
776;TAPA DE TARTA PASCUALIN, LA SALTENA;TAPA PASCUALINA LIGHT LA SALTENA 2 X 400 GRS;32.55
777;YOGURT, MANFREY;YOGUR CON CEREAL MANFREY X 170 GRS.;12.48
778;YOGURT, LA SERENISIMA;YOGUR ENT FRUTI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.4
779;YOGURT, LA SERENISIMA;YOGUR ENT VAINI FORT YOGURISIMO CREMIX 2 X 120 GRS;21.4
780;YOGURT, SANCOR;YOGUR ENT. DESC FRUTILLA SANCOR YOGS BOTELLA X 185;15.75
781;YOGURT, SANCOR;YOGUR ENT. DESC VAINILLA SANCOR YOGS BOTELLA X 185;15.75
782;YOGURT, YO-FREY;YOGUR ENTERO DULCE DE LECHE YO-FREY X 120 GRS;5.47
783;YOGURT, MANFREY;YOGUR ENTERO FORT A-D FRUTILLA MANFREY X 1 KG;20.7
784;YOGURT, MANFREY;YOGUR ENTERO FORT A-D VAINILLA MANFREY X 1 KG;20.7
785;YOGURT, LA SERENISIMA;YOGUR ENTERO FRUTILLA FIRME YOGURISIMO 2 X 125 GRS;21.4
786;YOGURT, YO-FREY;YOGUR ENTERO FRUTILLA YO-FREY X 120 GRS;5.47
787;YOGURT, LA SERENISIMA;YOGUR ENTERO VAINILLA FIRME YOGURISIMO 2 X 125 GRS;21.4
788;YOGURT, YO-FREY;YOGUR ENTERO VAINILLA YO-FREY X 120 GRS;5.47
789;ADHESIVOS, PELIKAN;ADH SINTETICO PELIKAN 50ML;14.38
790;BOLIGRAFO, BIC;BOLIG BIC ROUND STICK SURT X4U;17.86
791;BOLIGRAFO, CARREFOUR;BOLIG CARREFOUR AZUL X4U;13.99
792;BOLIGRAFO, FILGO;BOLIG FILGO STICK 026 AZUL X4U;9.9
793;BOLIGRAFO, FILGO;BOLIG FILGO STICK 026 SURTIDO X4U;9.9
794;BOLIGRAFO, PELIKAN;BOLIG POINTEC AZUL X4U;14.98
795;BOLIGRAFO, FILGO;BOLIG RETRACTIL FILGO REAL GRIP NEGRO;6.9
796;BORRATINTA, FILGO;BORRATINTA JET KILLER X2U;26.1
797;CARTUCHO, FILGO;CARTUCHO FILGO AZUL X6U;8.62
798;CARTUCHO, PELIKAN;CARTUCHO PELIKAN 2 CAJAS X6U C/U;53.08
799;CRAYONES, PELIKAN;CRAYONES SYLVAPEN X12U;27.86
800;CUADERNO, GLORIA / AMERICA;CUAD ARA A 42H RAY AZUL;25.05
801;CUADERNO, GLORIA / AMERICA;CUAD T/F RAYADO 48H 48 HOJAS.;9.45
802;LAPICERA, FILGO;LAPICERA FILGO TINTA GEL BORRAXION;45.85
803;LAPIZ, PELIKAN;L.COLORES PELIKAN X12U;43.71
804;LAPIZ, FILGO;L.GRAFITO FILGO SIGMA FLEX X4U;7.9
805;LAPIZ, PELIKAN;L.GRAFITO PELIKAN C/GOMA X4U;27.86
806;LAPIZ, FILGO;LAPIZ CORRECTOR CARREFOUR;16.2
807;MINAS, FILGO;MINAS 2B FILGO 0.5MM;6.92
808;MINAS, FILGO;MINAS B FILGO 0.5MM;6.92
809;MINAS, FILGO;MINAS HB FILGO 0.5MM;6.92
810;PORTAMINAS, FILGO;PORTAMINA FILGO REAL GRIP 0.5MM AZUL;6.33
811;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO CUADRICULADO POR 96 HOJAS;23.23
812;REPUESTO HOJAS, GLORIA / AMERICA;REPUESTO RAYADO POR 96 HOJAS;23.23
813;RESALTADOR, FILGO;RESALT FILGO AMARILLO;9.93
